Common name,Species,Year,Startyear,Endyear,Location,Latitude,Longitude,Breeding status,Age Group,Prey.type,Prey.species,FoO,Num Freq,Freq Biomass,Prey size,SD,Sample.size,Sample.type,Source,Reference,Notes
Atlantic puffin,Fratercula arctica,1995,1995,1995,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.56,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1995,1995,1995,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.44,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1995,1995,1995,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1996,1996,1996,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.74,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1996,1996,1996,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0.14,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1996,1996,1996,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.88,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1996,1996,1996,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.05,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1997,1997,1997,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.72,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1997,1997,1997,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0.16,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1997,1997,1997,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.88,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1997,1997,1997,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.12,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1997,1997,1997,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.75,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0.11,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.86,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.13,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1998,1998,1998,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.01,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1999,1999,1999,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.43,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1999,1999,1999,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0.09,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1999,1999,1999,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.52,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1999,1999,1999,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.42,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1999,1999,1999,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.06,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2000,2000,2000,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.75,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2000,2000,2000,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0.14,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2000,2000,2000,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.89,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2000,2000,2000,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.1,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2000,2000,2000,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.01,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.55,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0.13,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.68,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.31,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2001,2001,2001,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.01,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.69,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0.24,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.93,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.04,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2002,2002,2002,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.03,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.73,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0.08,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.81,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.16,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2003,2003,2003,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.03,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.63,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0.14,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.77,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.2,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2004,2004,2004,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.03,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.68,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0.03,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.71,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.26,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2005,2005,2005,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.03,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.59,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0.01,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.6,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.33,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2006,2006,2006,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.07,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.7,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0.03,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.73,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.2,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2007,2007,2007,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.07,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.61,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.61,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.12,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2008,2008,2008,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.27,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.89,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0.03,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.92,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.04,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2009,2009,2009,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.04,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.44,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0.11,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.55,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.4,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2010,2010,2010,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.05,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.54,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0.01,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.55,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.4,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2011,2011,2011,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.06,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.73,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0.09,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.82,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.14,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2012,2012,2012,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.04,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.55,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.55,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.39,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2013,2013,2013,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.06,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 0-group,,0.68,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel 1+ group,,0,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Adult,Sandeel,Ammodytidae,0.68,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Adult,Clupeidae,Clupeidae,0.26,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,2014,2014,2014,Isle of May,56.19,-2.56,Breeding,Adult,Others,Others,0.06,,,,,NA,vis obs,Report,Daunt & Wanless IMLOT 1973-2014,
Atlantic puffin,Fratercula arctica,1969-1970,1969,1970,Skomer,51.62,-5.29,Breeding,Adult,Sandeel,Ammodytidae,0.007,,,,,137,vis obs,Primary literature,"Corkhill 1973 Bird Study 20,207-220",
Atlantic puffin,Fratercula arctica,1969-1970,1969,1970,Skomer,51.62,-5.29,Breeding,Adult,Sandeel,Ammodytes marinus,0.536,,,,,137,vis obs,Primary literature,"Corkhill 1973 Bird Study 20,207-220",
Atlantic puffin,Fratercula arctica,1969-1970,1969,1970,Skomer,51.62,-5.29,Breeding,Adult,Sandeel,Ammodytes lanceolatus,0.002,,,,,137,vis obs,Primary literature,"Corkhill 1973 Bird Study 20,207-220",
Atlantic puffin,Fratercula arctica,1969-1970,1969,1970,Skomer,51.62,-5.29,Breeding,Adult,Sprat,Sprattus sprattus,0.42,,,,,137,vis obs,Primary literature,"Corkhill 1973 Bird Study 20,207-220",
Atlantic puffin,Fratercula arctica,1969-1970,1969,1970,Skomer,51.62,-5.29,Breeding,Adult,Herring,Clupea harengus,0.033,,,,,137,vis obs,Primary literature,"Corkhill 1973 Bird Study 20,207-220",
Atlantic puffin,Fratercula arctica,1969-1970,1969,1970,Skomer,51.62,-5.29,Breeding,Adult,Gadoid fish,Gadidae,0.002,,,,,137,vis obs,Primary literature,"Corkhill 1973 Bird Study 20,207-220",
Atlantic puffin,Fratercula arctica,1973,1973,1973,Co. Kerry,52.17,-9.75,Breeding,Adult,Sandeel,Ammodytidae,0.192,,,,,78,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1973,1973,1973,Co. Kerry,52.17,-9.75,Breeding,Adult,Sprat,Sprattus sprattus,0.769,,,,,78,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1973,1973,1973,Co. Kerry,52.17,-9.75,Breeding,Adult,Rockling,Gaidropsarus,0,,,,,78,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1973,1973,1973,Co. Kerry,52.17,-9.75,Breeding,Adult,Whiting,Merlangius merlangus,0,,,,,78,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1973,1973,1973,Co. Kerry,52.17,-9.75,Breeding,Adult,Saithe,Pollachius virens,0,,,,,78,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1973,1973,1973,Co. Kerry,52.17,-9.75,Breeding,Adult,Haddock,Melanogrammus aeglefinus,0,,,,,78,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1973,1973,1973,Co. Kerry,52.17,-9.75,Breeding,Adult,Others,Others,0.038,,,,,78,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1974,1974,1974,Fair Isle,59.56,-1.63,Breeding,Adult,Sandeel,Ammodytidae,0.745,,,,,47,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1974,1974,1974,Fair Isle,59.56,-1.63,Breeding,Adult,Sprat,Sprattus sprattus,0,,,,,47,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1974,1974,1974,Fair Isle,59.56,-1.63,Breeding,Adult,Rockling,Gaidropsarus,0,,,,,47,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1974,1974,1974,Fair Isle,59.56,-1.63,Breeding,Adult,Whiting,Merlangius merlangus,0.255,,,,,47,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1974,1974,1974,Fair Isle,59.56,-1.63,Breeding,Adult,Saithe,Pollachius virens,0,,,,,47,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1974,1974,1974,Fair Isle,59.56,-1.63,Breeding,Adult,Haddock,Melanogrammus aeglefinus,0,,,,,47,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1974,1974,1974,Fair Isle,59.56,-1.63,Breeding,Adult,Others,Others,0,,,,,47,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1975,1975,1975,Fair Isle,59.56,-1.63,Breeding,Adult,Sandeel,Ammodytidae,0.761,,,,,117,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1975,1975,1975,Fair Isle,59.56,-1.63,Breeding,Adult,Sprat,Sprattus sprattus,0.103,,,,,117,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1975,1975,1975,Fair Isle,59.56,-1.63,Breeding,Adult,Rockling,Gaidropsarus,0.137,,,,,117,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1975,1975,1975,Fair Isle,59.56,-1.63,Breeding,Adult,Whiting,Merlangius merlangus,0,,,,,117,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1975,1975,1975,Fair Isle,59.56,-1.63,Breeding,Adult,Saithe,Pollachius virens,0,,,,,117,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1975,1975,1975,Fair Isle,59.56,-1.63,Breeding,Adult,Haddock,Melanogrammus aeglefinus,0,,,,,117,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1975,1975,1975,Fair Isle,59.56,-1.63,Breeding,Adult,Others,Others,0,,,,,117,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1976,1976,1976,Fair Isle,59.56,-1.63,Breeding,Adult,Sandeel,Ammodytidae,0.939,,,,,212,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1976,1976,1976,Fair Isle,59.56,-1.63,Breeding,Adult,Sprat,Sprattus sprattus,0,,,,,212,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1976,1976,1976,Fair Isle,59.56,-1.63,Breeding,Adult,Rockling,Gaidropsarus,0.028,,,,,212,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1976,1976,1976,Fair Isle,59.56,-1.63,Breeding,Adult,Whiting,Merlangius merlangus,0,,,,,212,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1976,1976,1976,Fair Isle,59.56,-1.63,Breeding,Adult,Saithe,Pollachius virens,0.033,,,,,212,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1976,1976,1976,Fair Isle,59.56,-1.63,Breeding,Adult,Haddock,Melanogrammus aeglefinus,0,,,,,212,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
Atlantic puffin,Fratercula arctica,1976,1976,1976,Fair Isle,59.56,-1.63,Breeding,Adult,Others,Others,0,,,,,212,vis obs,Primary literature,Harris & Hislop 1978 J Zool 185: 213-236.,
