id,year,startyear,endyear,location,latitude,longitude,pred_common_name,pred_species,pred_breeding_status,pred_age_group,pred_aphia_id,pred_valid_name,pred_valid_aphia_id,prey_orig_descr,prey_taxon,prey_size,prey_sd,prey_age_group,prey_aphia_id,prey_valid_name,prey_valid_aphia_id,freq_occ,freq_num,freq_biomass,sample_size,sample_type,ref_n,ref_ids,source,notes
50,1981,1981,1981,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.48,NA,NA,NA,vis obs,1,REF016,report,NA
51,1981,1981,1981,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.22,NA,NA,NA,vis obs,1,REF016,report,NA
51,1981,1981,1981,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.22,NA,NA,NA,vis obs,1,REF016,report,NA
52,1981,1981,1981,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.7,NA,NA,NA,vis obs,1,REF016,report,NA
52,1981,1981,1981,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.7,NA,NA,NA,vis obs,1,REF016,report,NA
53,1981,1981,1981,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.29,NA,NA,NA,vis obs,1,REF016,report,NA
53,1981,1981,1981,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.29,NA,NA,NA,vis obs,1,REF016,report,NA
54,1981,1981,1981,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,vis obs,1,REF016,report,NA
54,1981,1981,1981,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,vis obs,1,REF016,report,NA
55,1982,1982,1982,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,0 group sandeel,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.1,NA,NA,NA,vis obs,1,REF016,report,NA
55,1982,1982,1982,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,0 group sandeel,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.1,NA,NA,NA,vis obs,1,REF016,report,NA
56,1982,1982,1982,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,1+ group sandeel,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.59,NA,NA,NA,vis obs,1,REF016,report,NA
56,1982,1982,1982,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,1+ group sandeel,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.59,NA,NA,NA,vis obs,1,REF016,report,NA
57,1982,1982,1982,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.26,NA,NA,NA,vis obs,1,REF016,report,NA
57,1982,1982,1982,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.26,NA,NA,NA,vis obs,1,REF016,report,NA
58,1982,1982,1982,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,vis obs,1,REF016,report,NA
58,1982,1982,1982,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,vis obs,1,REF016,report,NA
59,1983,1983,1983,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.46,NA,NA,NA,vis obs,1,REF016,report,NA
59,1983,1983,1983,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.46,NA,NA,NA,vis obs,1,REF016,report,NA
60,1983,1983,1983,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.47,NA,NA,NA,vis obs,1,REF016,report,NA
60,1983,1983,1983,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.47,NA,NA,NA,vis obs,1,REF016,report,NA
61,1983,1983,1983,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.93,NA,NA,NA,vis obs,1,REF016,report,NA
61,1983,1983,1983,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.93,NA,NA,NA,vis obs,1,REF016,report,NA
62,1983,1983,1983,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.04,NA,NA,NA,vis obs,1,REF016,report,NA
62,1983,1983,1983,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.04,NA,NA,NA,vis obs,1,REF016,report,NA
63,1983,1983,1983,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,vis obs,1,REF016,report,NA
63,1983,1983,1983,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,vis obs,1,REF016,report,NA
64,1984,1984,1984,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.26,NA,NA,NA,vis obs,1,REF016,report,NA
64,1984,1984,1984,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.26,NA,NA,NA,vis obs,1,REF016,report,NA
65,1984,1984,1984,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.43,NA,NA,NA,vis obs,1,REF016,report,NA
65,1984,1984,1984,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.43,NA,NA,NA,vis obs,1,REF016,report,NA
66,1984,1984,1984,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.79,NA,NA,NA,vis obs,1,REF016,report,NA
66,1984,1984,1984,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.79,NA,NA,NA,vis obs,1,REF016,report,NA
67,1984,1984,1984,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.3,NA,NA,NA,vis obs,1,REF016,report,NA
67,1984,1984,1984,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.3,NA,NA,NA,vis obs,1,REF016,report,NA
68,1984,1984,1984,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,vis obs,1,REF016,report,NA
68,1984,1984,1984,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,vis obs,1,REF016,report,NA
69,1985,1985,1985,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.42,NA,NA,NA,vis obs,1,REF016,report,NA
69,1985,1985,1985,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.42,NA,NA,NA,vis obs,1,REF016,report,NA
70,1985,1985,1985,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.47,NA,NA,NA,vis obs,1,REF016,report,NA
70,1985,1985,1985,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.47,NA,NA,NA,vis obs,1,REF016,report,NA
71,1985,1985,1985,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.89,NA,NA,NA,vis obs,1,REF016,report,NA
71,1985,1985,1985,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.89,NA,NA,NA,vis obs,1,REF016,report,NA
72,1985,1985,1985,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.11,NA,NA,NA,vis obs,1,REF016,report,NA
72,1985,1985,1985,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.11,NA,NA,NA,vis obs,1,REF016,report,NA
73,1985,1985,1985,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,vis obs,1,REF016,report,NA
73,1985,1985,1985,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,vis obs,1,REF016,report,NA
74,1986,1986,1986,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.13,NA,NA,NA,vis obs,1,REF016,report,NA
74,1986,1986,1986,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.13,NA,NA,NA,vis obs,1,REF016,report,NA
75,1986,1986,1986,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.7,NA,NA,NA,vis obs,1,REF016,report,NA
75,1986,1986,1986,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.7,NA,NA,NA,vis obs,1,REF016,report,NA
76,1986,1986,1986,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.83,NA,NA,NA,vis obs,1,REF016,report,NA
76,1986,1986,1986,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.83,NA,NA,NA,vis obs,1,REF016,report,NA
77,1986,1986,1986,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.11,NA,NA,NA,vis obs,1,REF016,report,NA
77,1986,1986,1986,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.11,NA,NA,NA,vis obs,1,REF016,report,NA
78,1986,1986,1986,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,vis obs,1,REF016,report,NA
78,1986,1986,1986,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,vis obs,1,REF016,report,NA
79,1987,1987,1987,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.13,NA,NA,NA,vis obs,1,REF016,report,NA
79,1987,1987,1987,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.13,NA,NA,NA,vis obs,1,REF016,report,NA
80,1987,1987,1987,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.66,NA,NA,NA,vis obs,1,REF016,report,NA
80,1987,1987,1987,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.66,NA,NA,NA,vis obs,1,REF016,report,NA
81,1987,1987,1987,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.79,NA,NA,NA,vis obs,1,REF016,report,NA
81,1987,1987,1987,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.79,NA,NA,NA,vis obs,1,REF016,report,NA
82,1987,1987,1987,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.21,NA,NA,NA,vis obs,1,REF016,report,NA
82,1987,1987,1987,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.21,NA,NA,NA,vis obs,1,REF016,report,NA
83,1987,1987,1987,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,vis obs,1,REF016,report,NA
83,1987,1987,1987,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,vis obs,1,REF016,report,NA
84,1988,1988,1988,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.6,NA,NA,NA,vis obs,1,REF016,report,NA
84,1988,1988,1988,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.6,NA,NA,NA,vis obs,1,REF016,report,NA
85,1988,1988,1988,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.26,NA,NA,NA,vis obs,1,REF016,report,NA
85,1988,1988,1988,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.26,NA,NA,NA,vis obs,1,REF016,report,NA
86,1988,1988,1988,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.86,NA,NA,NA,vis obs,1,REF016,report,NA
86,1988,1988,1988,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.86,NA,NA,NA,vis obs,1,REF016,report,NA
87,1988,1988,1988,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.13,NA,NA,NA,vis obs,1,REF016,report,NA
87,1988,1988,1988,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.13,NA,NA,NA,vis obs,1,REF016,report,NA
88,1988,1988,1988,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,vis obs,1,REF016,report,NA
88,1988,1988,1988,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,vis obs,1,REF016,report,NA
89,1989,1989,1989,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.88,NA,NA,NA,vis obs,1,REF016,report,NA
89,1989,1989,1989,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.88,NA,NA,NA,vis obs,1,REF016,report,NA
90,1989,1989,1989,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.01,NA,NA,NA,vis obs,1,REF016,report,NA
90,1989,1989,1989,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.01,NA,NA,NA,vis obs,1,REF016,report,NA
91,1989,1989,1989,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.89,NA,NA,NA,vis obs,1,REF016,report,NA
91,1989,1989,1989,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.89,NA,NA,NA,vis obs,1,REF016,report,NA
92,1989,1989,1989,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.1,NA,NA,NA,vis obs,1,REF016,report,NA
92,1989,1989,1989,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.1,NA,NA,NA,vis obs,1,REF016,report,NA
93,1989,1989,1989,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,vis obs,1,REF016,report,NA
93,1989,1989,1989,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,vis obs,1,REF016,report,NA
94,1990,1990,1990,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.81,NA,NA,NA,vis obs,1,REF016,report,NA
94,1990,1990,1990,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.81,NA,NA,NA,vis obs,1,REF016,report,NA
95,1990,1990,1990,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.11,NA,NA,NA,vis obs,1,REF016,report,NA
95,1990,1990,1990,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.11,NA,NA,NA,vis obs,1,REF016,report,NA
96,1990,1990,1990,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.92,NA,NA,NA,vis obs,1,REF016,report,NA
96,1990,1990,1990,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.92,NA,NA,NA,vis obs,1,REF016,report,NA
97,1990,1990,1990,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.04,NA,NA,NA,vis obs,1,REF016,report,NA
97,1990,1990,1990,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.04,NA,NA,NA,vis obs,1,REF016,report,NA
98,1990,1990,1990,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,vis obs,1,REF016,report,NA
98,1990,1990,1990,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,others,Others,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,vis obs,1,REF016,report,NA
99,1991,1991,1991,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.55,NA,NA,NA,vis obs,1,REF016,report,NA
99,1991,1991,1991,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 0-group,Ammodytidae,NA,NA,0,125516,Ammodytidae,125516,0.55,NA,NA,NA,vis obs,1,REF016,report,NA
100,1991,1991,1991,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.34,NA,NA,NA,vis obs,1,REF016,report,NA
100,1991,1991,1991,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel 1+ group,Ammodytidae,NA,NA,+1,125516,Ammodytidae,125516,0.34,NA,NA,NA,vis obs,1,REF016,report,NA
101,1991,1991,1991,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.89,NA,NA,NA,vis obs,1,REF016,report,NA
101,1991,1991,1991,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,sandeel,Ammodytidae,NA,NA,NA,125516,Ammodytidae,125516,0.89,NA,NA,NA,vis obs,1,REF016,report,NA
102,1991,1991,1991,Isle of May,56.19,-2.56,Atlantic puffin,Fratercula arctica,breeding,adult,137131,Fratercula arctica,137131,clupeidae,Clupeidae,NA,NA,NA,125464,Clupeidae,125464,0.04,NA,NA,NA,vis obs,1,REF016,report,NA
